profile_id,candidate_id,design_id,design_index,activity_pair,activity,partner_activity,topology,distance_a,doping,angle_deg,variant_id,selected_method,adsorption_energy_ev,activation_metric_ev,reaction_energy_ev,scan_energy_range_ev,frame_count,converged_frames,score,max_force_ev_per_a
58cd208d_peroxidase,58cd208d,x33,33,Catalase + Peroxidase,Peroxidase,Catalase,independent separated,13.0,NS,135,x33_separated_d13.0_ns_a135,First pass,0.6351201728298292,0.0,-2.3631862955644465,2.3631862955644465,5,5,0.7892656161072762,0.0435283120729684
655701ab_catalase,655701ab,x33,33,Catalase + Oxidase,Catalase,Oxidase,independent separated,13.0,NS,135,x33_separated_d13.0_ns_a135,First pass,0.4758850669779804,1.1717552776035518,1.1717552776035518,1.1717552776035518,5,5,0.7892656161072762,0.0435283120729684
655701ab_oxidase,655701ab,x33,33,Catalase + Oxidase,Oxidase,Catalase,independent separated,13.0,NS,135,x33_separated_d13.0_ns_a135,GFN2 deep,-0.6800715941658382,0.0,-3.605561523502274,3.864175233191872,5,5,0.7892656161072762,0.0435283120729684
f29e0fdd_catalase,f29e0fdd,x33,33,Catalase + Glutathione Peroxidase,Catalase,Glutathione Peroxidase,independent separated,13.0,NS,135,x33_separated_d13.0_ns_a135,First pass,0.4763387289510774,1.163343434795479,1.163343434795479,1.163343434795479,5,5,0.7895708925663723,0.0462163296219865
f29e0fdd_glutathione_peroxidase,f29e0fdd,x33,33,Catalase + Glutathione Peroxidase,Glutathione Peroxidase,Catalase,independent separated,13.0,NS,135,x33_separated_d13.0_ns_a135,GFN1 extended,1.9906042153520505,6.385169913145546,0.5574820650153924,6.385169913145546,5,5,0.7895708925663723,0.0462163296219865
21438f1d_catalase,21438f1d,x37,37,Catalase + Oxidase,Catalase,Oxidase,independent separated,9.8,NS,105,x37_separated_d9.8_ns_a105,GFN2 deep,0.4081156865202047,2.7172579511598087,2.7172579511598087,2.7172579511598087,5,5,0.7818906909588861,0.0470047496629781
21438f1d_oxidase,21438f1d,x37,37,Catalase + Oxidase,Oxidase,Catalase,independent separated,9.8,NS,105,x37_separated_d9.8_ns_a105,First pass,-0.3976328278208711,0.0,-0.5725953168148408,0.7168062522368928,5,5,0.7818906909588861,0.0470047496629781
76727a58_catalase,76727a58,x37,37,Catalase + Glutathione Peroxidase,Catalase,Glutathione Peroxidase,independent separated,9.8,NS,105,x37_separated_d9.8_ns_a105,GFN2 deep,0.4081156865202047,2.717257926729417,2.717257926729417,2.717257926729417,5,5,0.7818906909588861,0.0470047496629781
76727a58_glutathione_peroxidase,76727a58,x37,37,Catalase + Glutathione Peroxidase,Glutathione Peroxidase,Catalase,independent separated,9.8,NS,105,x37_separated_d9.8_ns_a105,GFN2 deep,2.2763779433580567,6.4040124168077455,0.1778975619099583,8.072032608906738,5,5,0.7818906909588861,0.0470047496629781
9502397a_catalase,9502397a,x37,37,Catalase + Peroxidase,Catalase,Peroxidase,independent separated,9.8,NS,105,x37_separated_d9.8_ns_a105,GFN2 deep,0.4081156865215689,2.717257921455257,2.717257921455257,2.717257921455257,5,5,0.7818906909588861,0.0470047496629781
9502397a_peroxidase,9502397a,x37,37,Catalase + Peroxidase,Peroxidase,Catalase,independent separated,9.8,NS,105,x37_separated_d9.8_ns_a105,GFN2 deep,0.9437311232336468,0.3642356107529849,-3.00146865683746,3.365704267590445,5,5,0.7818906909588861,0.0470047496629781
d8167640_catalase,d8167640,x37,37,Catalase + Glutathione Peroxidase,Catalase,Glutathione Peroxidase,independent separated,9.8,NS,105,x37_separated_d9.8_ns_a105,First pass,0.4086313981113108,1.0594042606185212,0.6955998998555515,1.0594042606185212,5,5,0.7838231983044139,0.0445318983202203
d8167640_glutathione_peroxidase,d8167640,x37,37,Catalase + Glutathione Peroxidase,Glutathione Peroxidase,Catalase,independent separated,9.8,NS,105,x37_separated_d9.8_ns_a105,GFN2 extended,2.3849198092570987,3.68144887476592,1.6824521252929117,4.914435240249077,5,5,0.7838231983044139,0.0445318983202203
66a9e1fa_catalase,66a9e1fa,x39,39,Catalase + Glutathione Peroxidase,Catalase,Glutathione Peroxidase,independent separated,11.4,N,15,x39_separated_d11.4_n_a15,GFN2 deep,0.3309939567927813,0.6102786935698532,-4.848925853452329,5.459204547022182,5,5,0.7727197492034573,0.043256235698905
66a9e1fa_glutathione_peroxidase,66a9e1fa,x39,39,Catalase + Glutathione Peroxidase,Glutathione Peroxidase,Catalase,independent separated,11.4,N,15,x39_separated_d11.4_n_a15,GFN2 extended,1.208612301551966,2.063572721210221,2.063572721210221,4.116696540355406,5,5,0.7727197492034573,0.043256235698905
04e048d9_glucose_oxidase,04e048d9,x41,41,Glucose Oxidase + Glutathione Peroxidase,Glucose Oxidase,Glutathione Peroxidase,independent separated,13.0,NS,75,x41_separated_d13.0_ns_a75,First pass,-0.0759343134056962,0.3947741481151752,0.3947741481151752,2.5959196094709114,5,5,0.769251122091527,0.0496986009767073
04e048d9_glutathione_peroxidase,04e048d9,x41,41,Glucose Oxidase + Glutathione Peroxidase,Glutathione Peroxidase,Glucose Oxidase,independent separated,13.0,NS,75,x41_separated_d13.0_ns_a75,GFN2 deep,1.2497429645372904,0.0,-2.9169249524475163,3.9120617691150974,5,5,0.769251122091527,0.0496986009767073
07be8be8_glutathione_peroxidase,07be8be8,x41,41,Glutathione Peroxidase + Peroxidase,Glutathione Peroxidase,Peroxidase,independent adjacent,9.2,S,75,x41_adjacent_d9.2_s_a75,GFN2 deep,2.42429024975354,1.3975366283057156,1.3975366283057156,1.3975366283057156,5,5,0.7422286078397209,0.0482322789270471
07be8be8_peroxidase,07be8be8,x41,41,Glutathione Peroxidase + Peroxidase,Peroxidase,Glutathione Peroxidase,independent adjacent,9.2,S,75,x41_adjacent_d9.2_s_a75,GFN2 deep,1.0084350087349776,0.0,-4.202878508857339,4.202878508857339,5,5,0.7422286078397209,0.0482322789270471
0a4850cd_catalase,0a4850cd,x41,41,Catalase + Oxidase,Catalase,Oxidase,independent separated,13.0,NS,75,x41_separated_d13.0_ns_a75,First pass,1.260385040378651,2.5259784257787032,2.5259784257787032,2.5259784257787032,5,5,0.7690542116744179,0.0387148067836487
0a4850cd_oxidase,0a4850cd,x41,41,Catalase + Oxidase,Oxidase,Catalase,independent separated,13.0,NS,75,x41_separated_d13.0_ns_a75,First pass,-0.781652895712341,0.0,-0.1500869450283062,0.5219611804814122,5,5,0.7690542116744179,0.0387148067836487
0c47f082_catalase,0c47f082,x41,41,Catalase + Glucose Oxidase,Catalase,Glucose Oxidase,independent adjacent,9.2,S,75,x41_adjacent_d9.2_s_a75,GFN2 deep,0.5534339283856298,1.6919974937700315,1.6919974937700315,2.3224992259929422,5,5,0.7710271028059617,0.0415788836841863
0c47f082_glucose_oxidase,0c47f082,x41,41,Catalase + Glucose Oxidase,Glucose Oxidase,Catalase,independent adjacent,9.2,S,75,x41_adjacent_d9.2_s_a75,GFN2 deep,3.430152351760853,0.0,-5.146932940041552,5.146932940041552,5,5,0.7710271028059617,0.0415788836841863
0d026db6_oxidase,0d026db6,x41,41,Oxidase + Peroxidase,Oxidase,Peroxidase,independent adjacent,9.2,S,75,x41_adjacent_d9.2_s_a75,GFN2 deep,-1.0236268670751087,0.0,-0.8911322484382254,1.0221753921946402,5,5,0.7599777551105995,0.0499766469419764
0d026db6_peroxidase,0d026db6,x41,41,Oxidase + Peroxidase,Peroxidase,Oxidase,independent adjacent,9.2,S,75,x41_adjacent_d9.2_s_a75,GFN2 deep,1.0121149420060649,0.0,-4.187675008739006,4.187675008739006,5,5,0.7599777551105995,0.0499766469419764
0f96c07e_glucose_oxidase,0f96c07e,x41,41,Glucose Oxidase + Peroxidase,Glucose Oxidase,Peroxidase,independent separated,13.0,NS,75,x41_separated_d13.0_ns_a75,First pass,-0.0759343134088794,0.3650558899480529,0.3650558899480529,2.567293028253516,5,5,0.769251122091527,0.0496986009767073
0f96c07e_peroxidase,0f96c07e,x41,41,Glucose Oxidase + Peroxidase,Peroxidase,Glucose Oxidase,independent separated,13.0,NS,75,x41_separated_d13.0_ns_a75,First pass,0.9400362599212712,0.0,-4.727199435694729,4.727199435694729,5,5,0.769251122091527,0.0496986009767073
1205c5f3_glutathione_peroxidase,1205c5f3,x41,41,Glutathione Peroxidase + Peroxidase,Glutathione Peroxidase,Peroxidase,independent separated,13.0,NS,75,x41_separated_d13.0_ns_a75,GFN1 SCF fallback,2.0161034122320416,4.572913402627819,0.3320680910883311,4.572913402627819,5,5,0.7641952426554254,0.0443565463594083
1205c5f3_peroxidase,1205c5f3,x41,41,Glutathione Peroxidase + Peroxidase,Peroxidase,Glutathione Peroxidase,independent separated,13.0,NS,75,x41_separated_d13.0_ns_a75,First pass,0.2638292477868162,0.8456860404071449,-1.865470307573105,2.71115634798025,5,5,0.7641952426554254,0.0443565463594083
12d32dab_catalase,12d32dab,x41,41,Catalase + Oxidase,Catalase,Oxidase,independent adjacent,9.2,S,75,x41_adjacent_d9.2_s_a75,GFN2 deep,0.5564039106391192,1.6681313726271585,1.6681313726271585,2.3052237404626794,5,5,0.7721458607002749,0.0318107386225411
12d32dab_oxidase,12d32dab,x41,41,Catalase + Oxidase,Oxidase,Catalase,independent adjacent,9.2,S,75,x41_adjacent_d9.2_s_a75,GFN2 deep,0.0025848339419098,0.0,-2.6149213758476435,2.846180900322452,5,5,0.7721458607002749,0.0318107386225411
16da8ca8_glucose_oxidase,16da8ca8,x41,41,Glucose Oxidase + Peroxidase,Glucose Oxidase,Peroxidase,independent adjacent,9.2,S,75,x41_adjacent_d9.2_s_a75,GFN2 deep,1.2937403040743902,0.0,-2.0658496997821203,2.0658496997821203,5,5,0.7792413328415921,0.0497388545612139
16da8ca8_peroxidase,16da8ca8,x41,41,Glucose Oxidase + Peroxidase,Peroxidase,Glucose Oxidase,independent adjacent,9.2,S,75,x41_adjacent_d9.2_s_a75,GFN2 deep,1.5692457908626238,0.8937813455841024,-2.535604457277259,3.4293858028613613,5,5,0.7792413328415921,0.0497388545612139
18413b3e_glucose_oxidase,18413b3e,x41,41,Glucose Oxidase + Glutathione Peroxidase,Glucose Oxidase,Glutathione Peroxidase,independent adjacent,9.2,S,75,x41_adjacent_d9.2_s_a75,GFN2 deep,1.293740304076664,0.0,-2.0658497189315312,2.0658497189315312,5,5,0.7792413328415921,0.0497388545612139
18413b3e_glutathione_peroxidase,18413b3e,x41,41,Glucose Oxidase + Glutathione Peroxidase,Glutathione Peroxidase,Glucose Oxidase,independent adjacent,9.2,S,75,x41_adjacent_d9.2_s_a75,GFN2 deep,1.6941686506334008,1.2512431751019903,0.3949798495350478,1.2512431751019903,5,5,0.7792413328415921,0.0497388545612139
1cbd79d8_glucose_oxidase,1cbd79d8,x41,41,Glucose Oxidase + Oxidase,Glucose Oxidase,Oxidase,independent separated,13.0,NS,75,x41_separated_d13.0_ns_a75,GFN2 deep,0.3435432607177517,0.0,-2.069466737775201,2.950982458427461,5,5,0.7749127775495852,0.0403407219248824
1cbd79d8_oxidase,1cbd79d8,x41,41,Glucose Oxidase + Oxidase,Oxidase,Glucose Oxidase,independent separated,13.0,NS,75,x41_separated_d13.0_ns_a75,First pass,-0.3821994594877651,0.0,-3.400772463726298,3.7310416450559383,5,5,0.7749127775495852,0.0403407219248824
1dce8c74_oxidase,1dce8c74,x41,41,Oxidase + Peroxidase,Oxidase,Peroxidase,independent separated,13.0,NS,75,x41_separated_d13.0_ns_a75,First pass,-0.8429324673088558,0.4291293889937151,0.4291293889937151,0.7371982658182787,5,5,0.7637667729725313,0.0486460535658956
1dce8c74_peroxidase,1dce8c74,x41,41,Oxidase + Peroxidase,Peroxidase,Oxidase,independent separated,13.0,NS,75,x41_separated_d13.0_ns_a75,GFN2 deep,0.2656015602101433,1.1315467517747493,-2.906490964524892,4.038037716299641,5,5,0.7637667729725313,0.0486460535658956
1ee7d713_oxidase,1ee7d713,x41,41,Oxidase + Peroxidase,Oxidase,Peroxidase,independent adjacent,9.2,S,75,x41_adjacent_d9.2_s_a75,GFN2 deep,-1.0224800690239135,0.0,-0.8886583003486521,1.0084605630804615,5,5,0.7616128370863351,0.0281881493339726
1ee7d713_peroxidase,1ee7d713,x41,41,Oxidase + Peroxidase,Peroxidase,Oxidase,independent adjacent,9.2,S,75,x41_adjacent_d9.2_s_a75,GFN2 deep,1.567263516379171,0.8963441880664504,-2.544700890659442,3.4410450787258924,5,5,0.7616128370863351,0.0281881493339726
278270c5_glucose_oxidase,278270c5,x41,41,Glucose Oxidase + Oxidase,Glucose Oxidase,Oxidase,independent separated,13.0,NS,75,x41_separated_d13.0_ns_a75,First pass,-0.0759343134052414,0.0,-0.4372802821249024,2.1925251394318366,5,5,0.769251122091527,0.0496986009767073
278270c5_oxidase,278270c5,x41,41,Glucose Oxidase + Oxidase,Oxidase,Glucose Oxidase,independent separated,13.0,NS,75,x41_separated_d13.0_ns_a75,First pass,-0.3825420900652716,0.0,-3.376747168633756,3.710314093451416,5,5,0.769251122091527,0.0496986009767073
2c11e785_glucose_oxidase,2c11e785,x41,41,Glucose Oxidase + Peroxidase,Glucose Oxidase,Peroxidase,independent separated,13.0,NS,75,x41_separated_d13.0_ns_a75,GFN2 deep,-0.1236731612891617,0.0230404737235403,-0.4509176604292406,1.92482779987904,5,5,0.7689525428337999,0.0421565078069852
2c11e785_peroxidase,2c11e785,x41,41,Glucose Oxidase + Peroxidase,Peroxidase,Glucose Oxidase,independent separated,13.0,NS,75,x41_separated_d13.0_ns_a75,GFN2 deep,0.2650180474192893,1.1317893653135798,-2.905569065430427,4.037358430744007,5,5,0.7689525428337999,0.0421565078069852
2cef1d32_catalase,2cef1d32,x41,41,Catalase + Oxidase,Catalase,Oxidase,independent separated,13.0,NS,75,x41_separated_d13.0_ns_a75,First pass,1.2609819735350811,2.550663159952819,2.550663159952819,2.550663159952819,5,5,0.7690774546335157,0.049681428230567
2cef1d32_oxidase,2cef1d32,x41,41,Catalase + Oxidase,Oxidase,Catalase,independent separated,13.0,NS,75,x41_separated_d13.0_ns_a75,First pass,-0.381626190829138,0.0,-3.3954871699834257,3.726827427207809,5,5,0.7690774546335157,0.049681428230567
35496c33_glutathione_peroxidase,35496c33,x41,41,Glutathione Peroxidase + Peroxidase,Glutathione Peroxidase,Peroxidase,independent adjacent,9.2,S,75,x41_adjacent_d9.2_s_a75,GFN2 deep,2.4255681264921805,2.8751297108410654,2.8751297108410654,2.8751297108410654,5,5,0.7445802464514482,0.0490154239554888
35496c33_peroxidase,35496c33,x41,41,Glutathione Peroxidase + Peroxidase,Peroxidase,Glutathione Peroxidase,independent adjacent,9.2,S,75,x41_adjacent_d9.2_s_a75,GFN2 deep,1.5625640805592411,0.8958374943308627,-2.5420337816999563,3.437871276030819,5,5,0.7445802464514482,0.0490154239554888
3fc90a7e_catalase,3fc90a7e,x41,41,Catalase + Glucose Oxidase,Catalase,Glucose Oxidase,independent separated,13.0,NS,75,x41_separated_d13.0_ns_a75,First pass,1.2611083042754672,2.5233686140854843,2.5233686140854843,2.5233686140854843,5,5,0.7915290462996825,0.0485304754869852
3fc90a7e_glucose_oxidase,3fc90a7e,x41,41,Catalase + Glucose Oxidase,Glucose Oxidase,Catalase,independent separated,13.0,NS,75,x41_separated_d13.0_ns_a75,GFN1 SCF fallback,0.3830079891690729,0.0,-4.75576376864683,5.936853642452661,5,5,0.7915290462996825,0.0485304754869852
4442f5f8_glutathione_peroxidase,4442f5f8,x41,41,Glutathione Peroxidase + Oxidase,Glutathione Peroxidase,Oxidase,independent separated,13.0,NS,75,x41_separated_d13.0_ns_a75,GFN2 deep,1.8816231141267965,2.261296907625365,-1.089180477735681,5.42445797356504,5,5,0.7634359142388472,0.0497450287861546
4442f5f8_oxidase,4442f5f8,x41,41,Glutathione Peroxidase + Oxidase,Oxidase,Glutathione Peroxidase,independent separated,13.0,NS,75,x41_separated_d13.0_ns_a75,First pass,-0.3808257863856852,0.0,-3.419643773014741,3.74275925277334,5,5,0.7634359142388472,0.0497450287861546
449c2453_catalase,449c2453,x41,41,Catalase + Peroxidase,Catalase,Peroxidase,independent separated,13.0,NS,75,x41_separated_d13.0_ns_a75,First pass,1.2603850403791057,2.525978417755141,2.525978417755141,2.525978417755141,5,5,0.7690542116744179,0.0387148067836487
449c2453_peroxidase,449c2453,x41,41,Catalase + Peroxidase,Peroxidase,Catalase,independent separated,13.0,NS,75,x41_separated_d13.0_ns_a75,GFN2 deep,0.2655303116389405,1.131275248395923,-2.904933334815724,4.036208583211646,5,5,0.7690542116744179,0.0387148067836487
4536cfb5_catalase,4536cfb5,x41,41,Catalase + Glucose Oxidase,Catalase,Glucose Oxidase,independent separated,13.0,NS,75,x41_separated_d13.0_ns_a75,First pass,1.260744070093324,2.531405658606218,2.531405658606218,2.531405658606218,5,5,0.7766638017287193,0.0498501218226645
4536cfb5_glucose_oxidase,4536cfb5,x41,41,Catalase + Glucose Oxidase,Glucose Oxidase,Catalase,independent separated,13.0,NS,75,x41_separated_d13.0_ns_a75,GFN2 deep,-0.09092238887456,0.4256289403374467,-1.7565734436584537,2.851035401154149,5,5,0.7766638017287193,0.0498501218226645
4a583596_glucose_oxidase,4a583596,x41,41,Glucose Oxidase + Oxidase,Glucose Oxidase,Oxidase,independent separated,13.0,NS,75,x41_separated_d13.0_ns_a75,GFN2 deep,-0.1236731612905259,0.0247244051106463,-0.4484176703736011,1.9386462739366837,5,5,0.7689525428337999,0.0421565078069852
4a583596_oxidase,4a583596,x41,41,Glucose Oxidase + Oxidase,Oxidase,Glucose Oxidase,independent separated,13.0,NS,75,x41_separated_d13.0_ns_a75,First pass,-0.7815976715669422,0.0,-0.1773659334753574,0.543476838258357,5,5,0.7689525428337999,0.0421565078069852
4adfaf8a_glutathione_peroxidase,4adfaf8a,x41,41,Glutathione Peroxidase + Peroxidase,Glutathione Peroxidase,Peroxidase,independent separated,13.0,NS,75,x41_separated_d13.0_ns_a75,GFN2 extended,1.9256691192294968,3.1338528968572064,-2.081438638997497,5.215291535854703,5,5,0.7639120153632333,0.0392124027384671
4adfaf8a_peroxidase,4adfaf8a,x41,41,Glutathione Peroxidase + Peroxidase,Peroxidase,Glutathione Peroxidase,independent separated,13.0,NS,75,x41_separated_d13.0_ns_a75,First pass,0.9415518900177632,0.0,-4.732949440829998,4.732949440829998,5,5,0.7639120153632333,0.0392124027384671
53689eb8_glutathione_peroxidase,53689eb8,x41,41,Glutathione Peroxidase + Peroxidase,Glutathione Peroxidase,Peroxidase,independent adjacent,9.2,S,75,x41_adjacent_d9.2_s_a75,GFN1 SCF fallback,2.7000977735438028,5.837471971231025,5.837471971231025,5.837471971231025,5,5,0.7616128370863351,0.0281881493339726
53689eb8_peroxidase,53689eb8,x41,41,Glutathione Peroxidase + Peroxidase,Peroxidase,Glutathione Peroxidase,independent adjacent,9.2,S,75,x41_adjacent_d9.2_s_a75,GFN2 deep,1.5672635163764426,0.896361113108469,-2.5446643571740424,3.4410254702825114,5,5,0.7616128370863351,0.0281881493339726
64928548_oxidase,64928548,x41,41,Oxidase + Peroxidase,Oxidase,Peroxidase,independent adjacent,9.2,S,75,x41_adjacent_d9.2_s_a75,First pass,-1.4641504103442458,0.0,-0.2653039400815942,0.5460693874106255,5,5,0.7673528681860793,0.0445165760315157
64928548_peroxidase,64928548,x41,41,Oxidase + Peroxidase,Peroxidase,Oxidase,independent adjacent,9.2,S,75,x41_adjacent_d9.2_s_a75,GFN2 deep,1.5676901628817177,0.8955697048186266,-2.5448060215485384,3.440375726367165,5,5,0.7673528681860793,0.0445165760315157
6e25a9f2_glucose_oxidase,6e25a9f2,x41,41,Glucose Oxidase + Glutathione Peroxidase,Glucose Oxidase,Glutathione Peroxidase,independent separated,13.0,NS,75,x41_separated_d13.0_ns_a75,GFN2 deep,0.3435432607177517,0.0,-2.060884642731708,2.940831839940529,5,5,0.7749127775495852,0.0403407219248824
6e25a9f2_glutathione_peroxidase,6e25a9f2,x41,41,Glucose Oxidase + Glutathione Peroxidase,Glutathione Peroxidase,Glucose Oxidase,independent separated,13.0,NS,75,x41_separated_d13.0_ns_a75,GFN2 deep,1.2504653427981791,0.0,-2.871457382774679,3.884832413288677,5,5,0.7749127775495852,0.0403407219248824
730b9385_catalase,730b9385,x41,41,Catalase + Peroxidase,Catalase,Peroxidase,independent adjacent,9.2,S,75,x41_adjacent_d9.2_s_a75,GFN2 deep,0.556403910637755,1.6835228956992978,1.6835228956992978,2.3235029232014317,5,5,0.7721458607002749,0.0318107386225411
730b9385_peroxidase,730b9385,x41,41,Catalase + Peroxidase,Peroxidase,Catalase,independent adjacent,9.2,S,75,x41_adjacent_d9.2_s_a75,GFN2 deep,1.0072540926262263,0.0,-4.214872029131129,4.214872029131129,5,5,0.7721458607002749,0.0318107386225411
73dc09b5_glucose_oxidase,73dc09b5,x41,41,Glucose Oxidase + Peroxidase,Glucose Oxidase,Peroxidase,independent separated,13.0,NS,75,x41_separated_d13.0_ns_a75,GFN2 deep,0.3435432607182065,0.0,-2.0333087363483173,2.956809120093567,5,5,0.7749127775495852,0.0403407219248824
73dc09b5_peroxidase,73dc09b5,x41,41,Glucose Oxidase + Peroxidase,Peroxidase,Glucose Oxidase,independent separated,13.0,NS,75,x41_separated_d13.0_ns_a75,First pass,0.9406779747801012,0.0,-4.742887208827597,4.742887208827597,5,5,0.7749127775495852,0.0403407219248824
742aba40_catalase,742aba40,x41,41,Catalase + Oxidase,Catalase,Oxidase,independent adjacent,9.2,S,75,x41_adjacent_d9.2_s_a75,GFN2 deep,0.5569621442207335,1.6791863719872708,1.6791863719872708,2.3202185079171613,5,5,0.7743119086692003,0.0470246973007603
742aba40_oxidase,742aba40,x41,41,Catalase + Oxidase,Oxidase,Catalase,independent adjacent,9.2,S,75,x41_adjacent_d9.2_s_a75,First pass,0.3788613632286797,0.4715776656580601,0.4715776656580601,0.7034632003101251,5,5,0.7743119086692003,0.0470246973007603
74c8179e_glucose_oxidase,74c8179e,x41,41,Glucose Oxidase + Glutathione Peroxidase,Glucose Oxidase,Glutathione Peroxidase,independent separated,13.0,NS,75,x41_separated_d13.0_ns_a75,First pass,0.3469990866981334,0.8666484641621537,-3.6432973136543296,4.509945777816483,5,5,0.7759146309607963,0.0453180654648987
78a36f04_glutathione_peroxidase,78a36f04,x41,41,Glutathione Peroxidase + Peroxidase,Glutathione Peroxidase,Peroxidase,independent separated,13.0,NS,75,x41_separated_d13.0_ns_a75,GFN2 deep,1.8816231141277056,2.9757627731578395,2.9757627731578395,4.126230710822711,5,5,0.7634359142388472,0.0497450287861546
78a36f04_peroxidase,78a36f04,x41,41,Glutathione Peroxidase + Peroxidase,Peroxidase,Glutathione Peroxidase,independent separated,13.0,NS,75,x41_separated_d13.0_ns_a75,First pass,0.9433980214416806,0.0,-4.736037593177116,4.736037593177116,5,5,0.7634359142388472,0.0497450287861546
82135a5e_glutathione_peroxidase,82135a5e,x41,41,Glutathione Peroxidase + Oxidase,Glutathione Peroxidase,Oxidase,independent separated,13.0,NS,75,x41_separated_d13.0_ns_a75,GFN2 deep,1.927890448576818,1.0366182456245951,1.0366182456245951,1.0366182456245951,5,5,0.7641952426554254,0.0443565463594083
82135a5e_oxidase,82135a5e,x41,41,Glutathione Peroxidase + Oxidase,Oxidase,Glutathione Peroxidase,independent separated,13.0,NS,75,x41_separated_d13.0_ns_a75,First pass,-0.7816771208704267,0.0,-0.1702498703139099,0.5397594723140173,5,5,0.7641952426554254,0.0443565463594083
830321f8_glutathione_peroxidase,830321f8,x41,41,Glutathione Peroxidase + Peroxidase,Glutathione Peroxidase,Peroxidase,independent separated,13.0,NS,75,x41_separated_d13.0_ns_a75,GFN1 SCF fallback,2.1865036863473506,4.43486625377318,1.8527994980941005,4.43486625377318,5,5,0.7637667729725313,0.0486460535658956
830321f8_peroxidase,830321f8,x41,41,Glutathione Peroxidase + Peroxidase,Peroxidase,Glutathione Peroxidase,independent separated,13.0,NS,75,x41_separated_d13.0_ns_a75,GFN2 deep,0.2656015602096886,1.1316653527023846,-2.905229663632781,4.036895016335166,5,5,0.7637667729725313,0.0486460535658956
8b06e731_catalase,8b06e731,x41,41,Catalase + Glutathione Peroxidase,Catalase,Glutathione Peroxidase,independent adjacent,9.2,S,75,x41_adjacent_d9.2_s_a75,GFN2 deep,0.5563957640986246,0.0,-0.6436934664570799,0.6436934664570799,5,5,0.7739853810132499,0.0359927513618144
8b06e731_glutathione_peroxidase,8b06e731,x41,41,Catalase + Glutathione Peroxidase,Glutathione Peroxidase,Catalase,independent adjacent,9.2,S,75,x41_adjacent_d9.2_s_a75,GFN2 extended,1.749213697522464,5.301827206349117,5.301827206349117,6.71458799361244,5,5,0.7739853810132499,0.0359927513618144
919ccd7b_oxidase,919ccd7b,x41,41,Oxidase + Peroxidase,Oxidase,Peroxidase,independent separated,13.0,NS,75,x41_separated_d13.0_ns_a75,First pass,-1.284677738629398,0.0,-1.1324249427038922,1.4296796608700788,5,5,0.7643753592740308,0.0478102105622102
919ccd7b_peroxidase,919ccd7b,x41,41,Oxidase + Peroxidase,Peroxidase,Oxidase,independent separated,13.0,NS,75,x41_separated_d13.0_ns_a75,GFN2 deep,0.2630419797901595,1.1373747637603628,-2.895421786134648,4.032796549895011,5,5,0.7643753592740308,0.0478102105622102
a23c7a6c_catalase,a23c7a6c,x41,41,Catalase + Glucose Oxidase,Catalase,Glucose Oxidase,independent adjacent,9.2,S,75,x41_adjacent_d9.2_s_a75,GFN2 deep,0.5563604884348479,1.6684597524349556,1.6684597524349556,2.3177060065049773,5,5,0.7805247311754001,0.0475140448968916
a23c7a6c_glucose_oxidase,a23c7a6c,x41,41,Catalase + Glucose Oxidase,Glucose Oxidase,Catalase,independent adjacent,9.2,S,75,x41_adjacent_d9.2_s_a75,GFN2 deep,3.5220558979697216,1.5046086499355624,-0.984098194557646,2.4887068444932083,5,5,0.7805247311754001,0.0475140448968916
a4f1410e_oxidase,a4f1410e,x41,41,Oxidase + Peroxidase,Oxidase,Peroxidase,independent separated,13.0,NS,75,x41_separated_d13.0_ns_a75,First pass,-0.843045528312814,0.4085948320353054,0.4085948320353054,0.7423402480949335,5,5,0.7634359142388472,0.0497450287861546
a4f1410e_peroxidase,a4f1410e,x41,41,Oxidase + Peroxidase,Peroxidase,Oxidase,independent separated,13.0,NS,75,x41_separated_d13.0_ns_a75,First pass,0.9433980214416806,0.0,-4.730467533991487,4.730467533991487,5,5,0.7634359142388472,0.0497450287861546
ac79c6bc_glutathione_peroxidase,ac79c6bc,x41,41,Glutathione Peroxidase + Oxidase,Glutathione Peroxidase,Oxidase,independent separated,13.0,NS,75,x41_separated_d13.0_ns_a75,GFN2 deep,1.925669119228587,4.578894724719248,2.649619299123515,5.342102621011691,5,5,0.7639120153632333,0.0392124027384671
ac79c6bc_oxidase,ac79c6bc,x41,41,Glutathione Peroxidase + Oxidase,Oxidase,Glutathione Peroxidase,independent separated,13.0,NS,75,x41_separated_d13.0_ns_a75,First pass,-0.381828541952018,0.0,-3.394423694890065,3.725158963843569,5,5,0.7639120153632333,0.0392124027384671
b0d27180_glucose_oxidase,b0d27180,x41,41,Glucose Oxidase + Oxidase,Glucose Oxidase,Oxidase,independent separated,13.0,NS,75,x41_separated_d13.0_ns_a75,GFN2 deep,0.3229150772697267,0.0,-2.0910643687598167,2.9492089512418715,5,5,0.7749791981106524,0.0284339402505746
b0d27180_oxidase,b0d27180,x41,41,Glucose Oxidase + Oxidase,Oxidase,Glucose Oxidase,independent separated,13.0,NS,75,x41_separated_d13.0_ns_a75,First pass,-0.7820008663015869,0.5560798129481554,0.5560798129481554,0.8366645635333043,5,5,0.7749791981106524,0.0284339402505746
