candidate_id,design_id,design_index,activity_pair,topology,distance_a,doping,angle_deg,variant_id,score,max_force_ev_per_a,complete_profile_count,retained_profile_activities
41ea9b1a,x65,65,Glutathione Peroxidase + Peroxidase,independent separated,13.0,NS,45,x65_separated_d13.0_ns_a45,0.7266343337096387,0.0492664134402465,2,Glutathione Peroxidase; Peroxidase
14da43b0,x81,81,Catalase + Glucose Oxidase,independent separated,13.0,NS,75,x81_separated_d13.0_ns_a75,0.7766638017287193,0.0498501218226645,2,Catalase; Glucose Oxidase
90f59ed8,x81,81,Catalase + Glucose Oxidase,independent separated,13.0,NS,75,x81_separated_d13.0_ns_a75,0.7915290462996825,0.0485304754869852,2,Catalase; Glucose Oxidase
12f8e209,x81,81,Catalase + Glutathione Peroxidase,independent separated,13.0,NS,75,x81_separated_d13.0_ns_a75,0.7690774546335157,0.049681428230567,2,Catalase; Glutathione Peroxidase
e6650af1,x81,81,Catalase + Glutathione Peroxidase,independent separated,13.0,NS,75,x81_separated_d13.0_ns_a75,0.7704636814974029,0.0481189856776892,2,Catalase; Glutathione Peroxidase
bb8e562b,x81,81,Catalase + Oxidase,independent separated,13.0,NS,75,x81_separated_d13.0_ns_a75,0.7690774546335157,0.049681428230567,2,Catalase; Oxidase
fdfd6860,x81,81,Catalase + Oxidase,independent separated,13.0,NS,75,x81_separated_d13.0_ns_a75,0.7690542116744179,0.0387148067836487,2,Catalase; Oxidase
69363cfc,x81,81,Catalase + Peroxidase,independent separated,13.0,NS,75,x81_separated_d13.0_ns_a75,0.7690542116744179,0.0387148067836487,2,Catalase; Peroxidase
c2e06ea5,x81,81,Catalase + Peroxidase,independent separated,13.0,NS,75,x81_separated_d13.0_ns_a75,0.7690774546335157,0.049681428230567,2,Catalase; Peroxidase
0da00df8,x81,81,Glucose Oxidase + Glutathione Peroxidase,independent separated,13.0,NS,75,x81_separated_d13.0_ns_a75,0.7702526600943473,0.0451732091218029,2,Glucose Oxidase; Glutathione Peroxidase
1627eeaf,x81,81,Glucose Oxidase + Glutathione Peroxidase,independent separated,13.0,NS,75,x81_separated_d13.0_ns_a75,0.7759146309607963,0.0453180654648987,2,Glucose Oxidase; Glutathione Peroxidase
28418c62,x81,81,Glucose Oxidase + Glutathione Peroxidase,independent separated,13.0,NS,75,x81_separated_d13.0_ns_a75,0.7749127775495852,0.0403407219248824,2,Glucose Oxidase; Glutathione Peroxidase
b747c30a,x81,81,Glucose Oxidase + Glutathione Peroxidase,independent separated,13.0,NS,75,x81_separated_d13.0_ns_a75,0.769251122091527,0.0496986009767073,2,Glucose Oxidase; Glutathione Peroxidase
16b9004c,x81,81,Glucose Oxidase + Oxidase,independent separated,13.0,NS,75,x81_separated_d13.0_ns_a75,0.7749127775495852,0.0403407219248824,2,Glucose Oxidase; Oxidase
89f6b696,x81,81,Glucose Oxidase + Oxidase,independent separated,13.0,NS,75,x81_separated_d13.0_ns_a75,0.7749791981106524,0.0284339402505746,2,Glucose Oxidase; Oxidase
c6a40341,x81,81,Glucose Oxidase + Oxidase,independent separated,13.0,NS,75,x81_separated_d13.0_ns_a75,0.769251122091527,0.0496986009767073,2,Glucose Oxidase; Oxidase
e98a6f21,x81,81,Glucose Oxidase + Oxidase,independent separated,13.0,NS,75,x81_separated_d13.0_ns_a75,0.7689525428337999,0.0421565078069852,2,Glucose Oxidase; Oxidase
3a71ed17,x81,81,Glucose Oxidase + Peroxidase,independent separated,13.0,NS,75,x81_separated_d13.0_ns_a75,0.769251122091527,0.0496986009767073,2,Glucose Oxidase; Peroxidase
3d0842b0,x81,81,Glucose Oxidase + Peroxidase,independent separated,13.0,NS,75,x81_separated_d13.0_ns_a75,0.7749127775495852,0.0403407219248824,2,Glucose Oxidase; Peroxidase
be9451f8,x81,81,Glucose Oxidase + Peroxidase,independent separated,13.0,NS,75,x81_separated_d13.0_ns_a75,0.7689525428337999,0.0421565078069852,2,Glucose Oxidase; Peroxidase
e572916b,x81,81,Glucose Oxidase + Peroxidase,independent separated,13.0,NS,75,x81_separated_d13.0_ns_a75,0.7749791981106524,0.0284339402505746,2,Glucose Oxidase; Peroxidase
500dcc9a,x81,81,Glutathione Peroxidase + Oxidase,independent separated,13.0,NS,75,x81_separated_d13.0_ns_a75,0.7634359142388472,0.0497450287861546,2,Glutathione Peroxidase; Oxidase
9843432e,x81,81,Glutathione Peroxidase + Oxidase,independent separated,13.0,NS,75,x81_separated_d13.0_ns_a75,0.7639120153632333,0.0392124027384671,2,Glutathione Peroxidase; Oxidase
c462dc2f,x81,81,Glutathione Peroxidase + Oxidase,independent separated,13.0,NS,75,x81_separated_d13.0_ns_a75,0.7637667729725313,0.0486460535658956,2,Glutathione Peroxidase; Oxidase
d15b087a,x81,81,Glutathione Peroxidase + Oxidase,independent separated,13.0,NS,75,x81_separated_d13.0_ns_a75,0.7641952426554254,0.0443565463594083,2,Glutathione Peroxidase; Oxidase
2b9a2411,x81,81,Glutathione Peroxidase + Peroxidase,independent separated,13.0,NS,75,x81_separated_d13.0_ns_a75,0.7637667729725313,0.0486460535658956,2,Glutathione Peroxidase; Peroxidase
3090753d,x81,81,Glutathione Peroxidase + Peroxidase,independent separated,13.0,NS,75,x81_separated_d13.0_ns_a75,0.7639120153632333,0.0392124027384671,2,Glutathione Peroxidase; Peroxidase
5c800c3f,x81,81,Glutathione Peroxidase + Peroxidase,independent separated,13.0,NS,75,x81_separated_d13.0_ns_a75,0.7641952426554254,0.0443565463594083,2,Glutathione Peroxidase; Peroxidase
f27c9bfe,x81,81,Glutathione Peroxidase + Peroxidase,independent separated,13.0,NS,75,x81_separated_d13.0_ns_a75,0.7634359142388472,0.0497450287861546,2,Glutathione Peroxidase; Peroxidase
6e9c3cb1,x81,81,Oxidase + Peroxidase,independent separated,13.0,NS,75,x81_separated_d13.0_ns_a75,0.7637667729725313,0.0486460535658956,2,Oxidase; Peroxidase
7e2ac79d,x81,81,Oxidase + Peroxidase,independent separated,13.0,NS,75,x81_separated_d13.0_ns_a75,0.7634359142388472,0.0497450287861546,2,Oxidase; Peroxidase
857368fa,x81,81,Oxidase + Peroxidase,independent separated,13.0,NS,75,x81_separated_d13.0_ns_a75,0.7650262739638519,0.0457985069050329,2,Oxidase; Peroxidase
d81cfa42,x81,81,Oxidase + Peroxidase,independent separated,13.0,NS,75,x81_separated_d13.0_ns_a75,0.7643753592740308,0.0478102105622102,2,Oxidase; Peroxidase
6351872b,x97,97,Catalase + Glucose Oxidase,independent separated,13.0,NS,105,x97_separated_d13.0_ns_a105,0.7762577459457027,0.0498422704378364,2,Catalase; Glucose Oxidase
80c2eafe,x97,97,Catalase + Glucose Oxidase,independent separated,13.0,NS,105,x97_separated_d13.0_ns_a105,0.7899004553696476,0.0350959619043756,2,Catalase; Glucose Oxidase
c62eca05,x97,97,Catalase + Glutathione Peroxidase,independent separated,13.0,NS,105,x97_separated_d13.0_ns_a105,0.7659347915988732,0.0253217251348609,2,Catalase; Glutathione Peroxidase
f86e34d1,x97,97,Catalase + Glutathione Peroxidase,independent separated,13.0,NS,105,x97_separated_d13.0_ns_a105,0.7677898002515564,0.0479004479386816,2,Catalase; Glutathione Peroxidase
483b02da,x97,97,Catalase + Oxidase,independent separated,13.0,NS,105,x97_separated_d13.0_ns_a105,0.7684131655527409,0.0387284543338939,2,Catalase; Oxidase
d57805d3,x97,97,Catalase + Oxidase,independent separated,13.0,NS,105,x97_separated_d13.0_ns_a105,0.7659347915988732,0.0253217251348609,2,Catalase; Oxidase
15554d92,x97,97,Catalase + Peroxidase,independent separated,13.0,NS,105,x97_separated_d13.0_ns_a105,0.7659347915988732,0.0253217251348609,2,Catalase; Peroxidase
779659da,x97,97,Catalase + Peroxidase,independent separated,13.0,NS,105,x97_separated_d13.0_ns_a105,0.7684131655527409,0.0387284543338939,2,Catalase; Peroxidase
022ccd24,x97,97,Glucose Oxidase + Glutathione Peroxidase,independent separated,13.0,NS,105,x97_separated_d13.0_ns_a105,0.7676261857102435,0.0426801136596372,2,Glucose Oxidase; Glutathione Peroxidase
48587e0c,x97,97,Glucose Oxidase + Glutathione Peroxidase,independent separated,13.0,NS,105,x97_separated_d13.0_ns_a105,0.7726876143155694,0.0310589261254689,2,Glucose Oxidase; Glutathione Peroxidase
5435c51d,x97,97,Glucose Oxidase + Glutathione Peroxidase,independent separated,13.0,NS,105,x97_separated_d13.0_ns_a105,0.7741380957515274,0.0484582316642808,2,Glucose Oxidase; Glutathione Peroxidase
e9adae1b,x97,97,Glucose Oxidase + Glutathione Peroxidase,independent separated,13.0,NS,105,x97_separated_d13.0_ns_a105,0.7690812304364244,0.0478204130729478,2,Glucose Oxidase; Glutathione Peroxidase
40f2a0e8,x97,97,Glucose Oxidase + Oxidase,independent separated,13.0,NS,105,x97_separated_d13.0_ns_a105,0.7726876143155694,0.0310589261254689,2,Glucose Oxidase; Oxidase
8116498d,x97,97,Glucose Oxidase + Oxidase,independent separated,13.0,NS,105,x97_separated_d13.0_ns_a105,0.7695868560827741,0.0455144097210093,2,Glucose Oxidase; Oxidase
94dcfd67,x97,97,Glucose Oxidase + Oxidase,independent separated,13.0,NS,105,x97_separated_d13.0_ns_a105,0.7676261857102435,0.0426801136596372,2,Glucose Oxidase; Oxidase
dfd552c6,x97,97,Glucose Oxidase + Oxidase,independent separated,13.0,NS,105,x97_separated_d13.0_ns_a105,0.7755321343862964,0.0476588256651756,2,Glucose Oxidase; Oxidase
00794632,x97,97,Glucose Oxidase + Peroxidase,independent separated,13.0,NS,105,x97_separated_d13.0_ns_a105,0.7676261857102435,0.0426801136596372,2,Glucose Oxidase; Peroxidase
25b5188e,x97,97,Glucose Oxidase + Peroxidase,independent separated,13.0,NS,105,x97_separated_d13.0_ns_a105,0.7755321343862964,0.0476588256651756,2,Glucose Oxidase; Peroxidase
b948358d,x97,97,Glucose Oxidase + Peroxidase,independent separated,13.0,NS,105,x97_separated_d13.0_ns_a105,0.7695868560827741,0.0455144097210093,2,Glucose Oxidase; Peroxidase
ba41df18,x97,97,Glucose Oxidase + Peroxidase,independent separated,13.0,NS,105,x97_separated_d13.0_ns_a105,0.7726876143155694,0.0310589261254689,2,Glucose Oxidase; Peroxidase
12abc2ab,x97,97,Glutathione Peroxidase + Oxidase,independent separated,13.0,NS,105,x97_separated_d13.0_ns_a105,0.7608068068273703,0.0483567004558579,2,Glutathione Peroxidase; Oxidase
92bbfa96,x97,97,Glutathione Peroxidase + Oxidase,independent separated,13.0,NS,105,x97_separated_d13.0_ns_a105,0.7632115099227603,0.0390234039331096,2,Glutathione Peroxidase; Oxidase
b3c635a6,x97,97,Glutathione Peroxidase + Oxidase,independent separated,13.0,NS,105,x97_separated_d13.0_ns_a105,0.7639553804448931,0.0418420560274848,2,Glutathione Peroxidase; Oxidase
c17409f6,x97,97,Glutathione Peroxidase + Oxidase,independent separated,13.0,NS,105,x97_separated_d13.0_ns_a105,0.7618716387858977,0.0438336995485077,2,Glutathione Peroxidase; Oxidase
4b1e1178,x97,97,Glutathione Peroxidase + Peroxidase,independent separated,13.0,NS,105,x97_separated_d13.0_ns_a105,0.7618716387858977,0.0438336995485077,2,Glutathione Peroxidase; Peroxidase
923d23ca,x97,97,Glutathione Peroxidase + Peroxidase,independent separated,13.0,NS,105,x97_separated_d13.0_ns_a105,0.7632115099227603,0.0390234039331096,2,Glutathione Peroxidase; Peroxidase
a383b8e4,x97,97,Glutathione Peroxidase + Peroxidase,independent separated,13.0,NS,105,x97_separated_d13.0_ns_a105,0.7608068068273703,0.0483567004558579,2,Glutathione Peroxidase; Peroxidase
d71aff67,x97,97,Glutathione Peroxidase + Peroxidase,independent separated,13.0,NS,105,x97_separated_d13.0_ns_a105,0.7639553804448931,0.0418420560274848,2,Glutathione Peroxidase; Peroxidase
b03e841e,x97,97,Oxidase + Peroxidase,independent separated,13.0,NS,105,x97_separated_d13.0_ns_a105,0.7608068068273703,0.0483567004558579,2,Oxidase; Peroxidase
b86cb42a,x97,97,Oxidase + Peroxidase,independent separated,13.0,NS,105,x97_separated_d13.0_ns_a105,0.7641411237606842,0.0257603205875425,2,Oxidase; Peroxidase
be3a4d93,x97,97,Oxidase + Peroxidase,independent separated,13.0,NS,105,x97_separated_d13.0_ns_a105,0.7632115099227603,0.0390234039331096,2,Oxidase; Peroxidase
f5499cc5,x97,97,Oxidase + Peroxidase,independent separated,13.0,NS,105,x97_separated_d13.0_ns_a105,0.7612147638713789,0.0444608452564283,2,Oxidase; Peroxidase
c5915db8,x99,99,Glucose Oxidase + Oxidase,independent separated,14.6,N,15,x99_separated_d14.6_n_a15,0.7285493542188114,0.0492197712766929,2,Glucose Oxidase; Oxidase
4154006c,x99,99,Glucose Oxidase + Peroxidase,independent separated,14.6,N,15,x99_separated_d14.6_n_a15,0.7285493542188114,0.0492197712766929,2,Glucose Oxidase; Peroxidase
0210dc0e,x99,99,Oxidase + Peroxidase,independent separated,14.6,N,15,x99_separated_d14.6_n_a15,0.6971544740595931,0.0272247472824738,2,Oxidase; Peroxidase
f2c68f59,x99,99,Oxidase + Peroxidase,independent separated,14.6,N,15,x99_separated_d14.6_n_a15,0.6952934751012633,0.0353083248357375,2,Oxidase; Peroxidase
79c287f3,x100,100,Catalase + Glutathione Peroxidase,independent separated,8.8,N,45,x100_separated_d8.8_n_a45,0.7528525906725304,0.0359821362270423,2,Catalase; Glutathione Peroxidase
692acd53,x100,100,Glucose Oxidase + Glutathione Peroxidase,independent separated,8.8,N,45,x100_separated_d8.8_n_a45,0.765165427847013,0.0493369008679787,2,Glucose Oxidase; Glutathione Peroxidase
f3835a85,x100,100,Glucose Oxidase + Glutathione Peroxidase,independent separated,8.8,N,45,x100_separated_d8.8_n_a45,0.7392822918587806,0.0499464966996556,2,Glucose Oxidase; Glutathione Peroxidase
